year,rank,company,revenue ($ millions),profit ($ millions)
2004,130,Xerox,15701.0,360.0
2004,131,Deere,15534.6,643.1
2004,132,American Electric Power,15441.0,110.0
2004,133,U.S. Bancorp,15354.4,3732.6
2004,134,Federated Dept. Stores,15264.0,693.0
2004,135,Travelers Property Casualty,15139.2,1696.0
2004,136,Qwest Communications,14936.0,1512.0
2004,137,Goodyear Tire & Rubber,14740.7,-1437.6
2004,138,Tenet Healthcare,14582.0,-208.0
2004,139,Amerada Hess,14408.0,643.0
2004,140,FleetBoston Financial,14362.0,2598.0
2004,141,Kimberly-Clark,14348.0,1694.2
2004,142,Anheuser-Busch,14146.7,2075.9
2004,143,AdvancePCS,14110.9,168.4
2004,144,Emerson Electric,13999.0,1089.0
2004,145,UAL,13724.0,-2808.0
2004,146,Countrywide Financial,13659.5,2372.9
2004,147,May Dept. Stores,13343.0,434.0
2004,148,TJX,13327.9,658.4
2004,149,Eastman Kodak,13317.0,265.0
2004,150,Delta Air Lines,13303.0,-773.0
2004,151,Express Scripts,13294.5,249.6
2004,152,Staples,13181.2,490.2
2004,153,Union Pacific,12792.0,1585.0
2004,154,El Paso,12653.0,-3464.0
2004,155,Plains All Amer. Pipeline,12589.8,59.4
2004,156,Eli Lilly,12582.5,2560.8
2004,157,Office Depot,12358.6,276.3
2004,158,FirstEnergy,12317.7,422.8
2004,159,Humana,12226.3,228.9
2004,160,Manpower,12184.5,137.7
2004,161,Whirlpool,12176.0,414.0
2004,162,Winn-Dixie Stores,12168.4,239.2
2004,163,Edison International,12156.0,821.0
2004,164,Dominion Resources,12078.0,318.0
2004,165,Progressive,11892.0,1255.4
2004,166,Reliant Energy,11707.3,-1342.1
2004,167,Solectron,11700.4,-3462.0
2004,168,MBNA,11684.4,2338.1
2004,169,Marsh & McLennan,11588.0,1543.0
2004,170,Waste Management,11574.0,630.0
2004,171,Toys `R` Us,11566.0,88.0
2004,172,AFLAC,11447.0,795.0
2004,173,Sun Microsystems,11434.0,-3429.0
2004,174,Chubb,11394.0,808.8
2004,175,Computer Sciences,11346.5,440.2
2004,176,Public Service Enterprise Group,11340.0,1160.0
2004,177,TXU,11325.0,582.0
2004,178,Southern,11251.0,1474.0
2004,179,PG&E Corp.,11221.0,420.0
2004,180,Masco,11134.0,806.0
2004,181,Health Net,11062.5,235.0
2004,182,PacifiCare Health Sys.,11008.5,242.7
2004,183,Nextel Communications,10820.0,1537.0
2004,184,Nike,10697.0,474.0
2004,185,USAA,10592.7,1500.9
2004,186,General Mills,10506.0,917.0
2004,187,UnumProvident,10399.7,-386.4
2004,188,Sanmina-SCI,10361.4,-137.2
2004,189,Kohl's,10282.1,591.2
2004,190,Pepsi Bottling,10265.0,416.0
2004,191,Illinois Tool Works,10137.8,1023.7
2004,192,John Hancock Financial Svcs.,10071.3,806.0
2004,193,Dana,10071.0,222.0
2004,194,Textron,10028.0,259.0
2004,195,Circuit City Stores,9953.5,106.1
2004,196,Colgate-Palmolive,9903.4,1421.3
2004,197,Texas Instruments,9834.0,1198.0
2004,198,Consolidated Edison,9827.0,539.0
2004,199,Aon,9823.0,628.0
2004,200,Capital One Financial,9783.6,1135.8
2004,201,CenterPoint Energy,9772.1,560.1
2004,202,Aramark,9712.1,301.1
2004,203,Constellation Energy,9703.0,277.3
2004,204,AES,9649.0,-403.0
2004,205,FPL Group,9630.0,890.0
2004,206,National City Corp.,9593.8,2117.1
2004,207,Northwest Airlines,9510.0,248.0
2004,208,Oracle,9475.0,2307.0
2004,209,United States Steel,9458.0,-463.0
2004,210,Burlington No. Santa Fe,9413.0,816.0
2004,211,Principal Financial,9404.2,746.3
2004,212,CHS,9398.5,123.8
2004,213,H.J. Heinz,9328.1,566.3
2004,214,Occidental Petroleum,9326.0,1527.0
2004,215,Gillette,9252.0,1385.0
2004,216,Marriott International,9198.0,502.0
2004,217,Entergy,9194.9,950.5
2004,218,Dean Foods,9184.6,355.7
2004,219,Centex,9117.2,555.9
2004,220,Baxter International,9087.0,881.0
2004,221,Caremark Rx,9067.3,290.8
2004,222,Pulte Homes,9048.9,624.6
2004,223,Avnet,9048.4,-46.1
2004,224,Progress Energy,9027.0,782.0
2004,225,Guardian Life of America,9021.7,204.3
2004,226,Calpine,8997.4,282.0
2004,227,St. Paul Travelers Cos.,8958.0,661.0
2004,228,Limited Brands,8934.1,716.8
2004,229,Clear Channel Communications,8930.9,1145.6
2004,230,Lennar,8907.6,751.4
2004,231,Continental Airlines,8870.0,38.0
2004,232,Fluor,8835.8,157.5
2004,233,Kellogg,8811.5,787.1
2004,234,Premcor,8803.9,116.6
2004,235,United Auto Group,8803.9,82.9
2004,236,PPG Industries,8756.0,494.0
2004,237,Tesoro,8717.7,76.1
2004,238,Arrow Electronics,8679.3,25.7
2004,239,Omnicom Group,8621.4,675.9
2004,240,American Standard,8567.6,405.8
2004,241,D.R. Horton,8552.1,626.0
2004,242,First Data,8543.5,1408.7
2004,243,Lucent Technologies,8470.0,-770.0
2004,244,Genuine Parts,8449.3,334.1
2004,245,Yum Brands,8380.0,617.0
2004,246,Amgen,8356.0,2259.5
2004,247,Schering-Plough,8334.0,-92.0
2004,248,OfficeMax,8245.1,8.3
2004,249,TransMontaigne,8241.0,6.8
2004,250,Paccar,8194.9,526.5
2004,251,Alltel,8190.2,1330.1
2004,252,Ashland,8080.0,75.0
2004,253,Eaton,8061.0,386.0
2004,254,Xcel Energy,7938.5,622.5
2004,255,Smurfit-Stone Container,7914.0,-197.0
2004,256,Smithfield Foods,7904.5,26.3
2004,257,Sempra Energy,7887.0,649.0
2004,258,Dillard's,7863.7,9.3
2004,259,CSX,7793.0,246.0
2004,260,ArvinMeritor,7788.0,136.0
2004,261,Newell Rubbermaid,7750.0,-46.6
2004,262,Fidelity National Financial,7715.2,861.8
2004,263,Medtronic,7665.2,1599.8
2004,264,Sonic Automotive,7598.4,71.6
2004,265,MeadWestvaco,7553.0,-6.0
2004,266,Bear Stearns,7395.4,1156.4
2004,267,Safeco,7358.1,339.2
2004,268,Devon Energy,7352.0,1747.0
2004,269,Navistar International,7340.0,-18.0
2004,270,Pepco Holdings,7271.3,113.5
2004,271,Automatic Data Proc.,7147.0,1018.1
2004,272,SunTrust Banks,7071.2,1332.3
2004,273,DTE Energy,7062.0,521.0
2004,274,KeySpan,6915.2,386.7
2004,275,Avon Products,6876.0,664.8
2004,276,US Airways Group,6846.0,1461.0
2004,277,BJ's Wholesale Club,6724.2,102.9
2004,278,Gannett,6711.1,1211.2
2004,279,Farmland Industries,6703.1,-546.1
2004,280,Campbell Soup,6678.0,595.0
2004,281,Dollar General,6665.1,306.3
2004,282,Crown Holdings,6630.0,-32.0
2004,283,Kinder Morgan Energy,6624.3,697.3
2004,284,Thrivent Financial for Lutherans,6575.2,23.8
2004,285,Unocal,6539.0,643.0
2004,286,Nordstrom,6491.7,242.8
2004,287,Fifth Third Bancorp,6486.0,1754.7
2004,288,Norfolk Southern,6468.0,535.0
2004,289,Science Applications Intl.,6456.5,356.5
2004,290,Rohm & Haas,6421.0,280.0
2004,291,Parker Hannifin,6410.6,196.3
2004,292,NiSource,6401.3,85.2
2004,293,IAC/Interactive,6337.6,167.4
2004,294,Bank of New York Co.,6336.0,1157.0
2004,295,Air Products & Chem.,6297.3,397.3
2004,296,Cummins,6296.0,50.0
2004,297,Nucor,6265.8,62.8
2004,298,BB&T Corp.,6243.9,1064.9
2004,299,EMC,6236.8,496.1
2004,300,First American Corp.,6213.7,451.0
2004,301,Apple Computer,6207.0,69.0
2004,302,Owens-Illinois,6158.2,-990.8
2004,303,Interpublic Group,6113.5,-451.7
2004,304,Northeast Utilities,6064.8,117.4
2004,305,Agilent Technologies,6056.0,-2058.0
2004,306,Saks,6055.1,82.8
2004,307,CMS Energy,6017.0,-44.0
2004,308,Land O'Lakes,5978.1,106.5
2004,309,PNC Financial Services,5969.0,1001.0
2004,310,Southwest Airlines,5937.0,442.0
2004,311,Fortune Brands,5912.5,578.7
2004,312,Unisys,5911.2,258.7
2004,313,American Family Ins. Grp.,5894.6,155.4
2004,314,Mirant,5863.0,-4474.0
2004,315,KB Home,5850.6,370.8
2004,316,Dynegy,5813.0,-453.0
2004,317,Eastman Chemical,5800.0,-270.0
2004,318,Cox Communications,5758.9,-137.8
2004,319,KeyCorp,5730.0,903.0
2004,320,ITT Industries,5626.6,403.9
2004,321,Praxair,5613.0,585.0
2004,322,NCR,5598.0,58.0
2004,323,Tribune,5594.8,891.4
2004,324,PPL,5587.0,734.0
2004,325,Barnes & Noble,5585.0,132.8
2004,326,Allied Waste Industries,5582.7,128.7
2004,327,Echostar Communications,5550.7,-493.7
2004,328,Federal-Mogul,5546.0,-189.5
2004,329,Performance Food Group,5519.8,74.2
2004,330,State St. Corp.,5463.0,722.0
2004,331,AutoZone,5457.1,517.6
2004,332,Oxford Health Plans,5452.4,351.9
2004,333,Sherwin-Williams,5407.8,332.1
2004,334,Baker Hughes,5391.2,128.9
2004,335,WellChoice,5382.6,201.1
2004,336,Enterprise Products,5346.4,104.8
2004,337,Autoliv,5300.8,266.0
2004,338,Danaher,5293.9,536.8
2004,339,Lincoln National,5283.9,511.9
2004,340,Murphy Oil,5275.1,294.2
2004,341,Reynolds American,5267.0,-3446.0
2004,342,Amazon.Com,5263.7,35.3
2004,343,VF,5207.5,397.9
2004,344,SPX,5129.8,236.0
2004,345,Anadarko Petroleum,5122.0,1292.0
2004,346,Estee Lauder,5117.6,319.8
2004,347,CNF,5104.3,92.0
2004,348,L-3 Communications,5061.6,277.6
2004,349,Mohawk Industries,5005.1,310.1
2004,350,Owens Corning,4996.0,115.0
2004,351,Ball,4977.0,229.9
2004,352,Mattel,4960.1,537.6
2004,353,Monsanto,4936.0,68.0
2004,354,Energy East,4918.8,210.4
2004,355,Harley-Davidson,4903.7,760.9
2004,356,McGraw-Hill,4839.0,687.6
2004,357,Asbury Automotive Group,4835.1,15.2
2004,358,Charter Communications,4819.0,-238.0
2004,359,Avery Dennison,4806.7,267.9
2004,360,Ryder System,4802.3,131.4
2004,361,Maytag,4791.9,120.1
2004,362,R.R. Donnelley & Sons,4787.2,176.5
2004,363,Foot Locker,4779.0,207.0
2004,364,Lexmark International,4754.7,439.2
2004,365,Family Dollar Stores,4750.2,247.5
2004,366,Quest Diagnostics,4738.0,436.7
2004,367,Jabil Circuit,4729.5,43.0
2004,368,Erie Insurance Group,4716.6,638.2
2004,369,Ikon Office Solutions,4710.9,116.0
2004,370,Conseco,4709.7,2298.0
2004,371,CIT Group,4677.1,566.9
2004,372,Temple-Inland,4671.0,96.0
2004,373,Caesars Entertainment,4669.0,46.0
2004,374,Pacific Life,4668.7,417.8
2004,375,W.W. Grainger,4667.0,227.0
2004,376,CDW,4664.6,175.2
2004,377,Darden Restaurants,4655.0,232.3
2004,378,RadioShack,4649.3,298.5
2004,379,Jacobs Engineering Grp.,4615.6,128.0
2004,380,Dole Food,4607.8,104.6
2004,381,Black & Decker,4602.0,293.0
2004,382,Ameren,4593.0,524.0
2004,383,Pitney Bowes,4576.9,498.1
2004,384,Dover,4559.4,292.9
2004,385,Mellon Financial Corp.,4550.0,701.0
2004,386,Coventry Health Care,4535.1,250.1
2004,387,Emcor Group,4534.6,20.6
2004,388,Becton Dickinson,4527.9,547.1
2004,389,Longs Drug Stores,4526.5,29.8
2004,390,Group 1 Automotive,4518.6,76.1
2004,391,Laidlaw International,4482.8,-1222.7
2004,392,Applied Materials,4477.3,-149.1
2004,393,Cinergy,4415.9,469.8
2004,394,Goodrich,4407.2,100.4
2004,395,WPS Resources,4402.5,94.7
2004,396,Mutual of Omaha Ins.,4393.4,90.7
2004,397,Leggett & Platt,4388.2,205.9
2004,398,Roundy's,4383.3,54.6
2004,399,Jones Apparel Group,4375.3,328.6
2004,400,Harrah's Entertainment,4363.9,292.6
2004,401,Avaya,4338.0,-88.0
2004,402,Charles Schwab,4328.0,472.0
2004,403,Kelly Services,4325.2,5.1
2004,404,Burlington Resources,4311.0,1201.0
2004,405,OM Group,4296.6,-248.1
2004,406,Owens & Minor,4244.1,53.6
2004,407,Liz Claiborne,4241.1,279.7
2004,408,Auto-Owners Insurance,4211.3,251.5
2004,409,Cablevision Systems,4208.0,-297.3
2004,410,AK Steel Holding,4205.9,-560.4
2004,411,Hormel Foods,4200.3,185.8
2004,412,Kerr-McGee,4190.9,218.6
2004,413,Apache,4190.3,1121.9
2004,414,Big Lots,4174.4,81.2
2004,415,Hershey Foods,4172.6,457.6
2004,416,Clorox,4171.0,493.0
2004,417,SLM,4160.2,1533.6
2004,418,Phelps Dodge,4142.7,94.8
2004,419,MGM Mirage,4139.8,243.7
2004,420,Brunswick,4128.7,135.2
2004,421,Rockwell Automation,4104.0,286.0
2004,422,Levi Strauss,4090.7,-349.3
2004,423,Maxtor,4086.4,102.3
2004,424,York International,4076.1,-4.0
2004,425,Starbucks,4075.5,268.3
2004,426,International Steel Group,4070.0,-23.5
2004,427,Wisconsin Energy,4054.3,244.3
2004,428,Brink's,4050.5,29.4
2004,429,Level 3 Communications,4026.0,-711.0
2004,430,Molson Coors Brewing,4000.1,174.7
2004,431,Collins & Aikman,3983.7,-57.5
2004,432,Pathmark Stores,3980.9,13.9
2004,433,Nash Finch,3971.5,35.1
2004,434,Qualcomm,3970.6,827.4
2004,435,CarMax,3969.9,94.8
2004,436,Triad Hospitals,3966.1,95.2
2004,437,Terex,3897.1,-25.5
2004,438,Hilton Hotels,3853.0,164.0
2004,439,United Stationers,3847.7,73.0
2004,440,Golden West Financial,3841.7,1106.1
2004,441,Lyondell Chemical,3801.0,-302.0
2004,441,Starwood Hotels & Rsrts.,3801.0,309.0
2004,443,Western & Southern Financial,3795.3,299.2
2004,444,Timken,3788.1,36.5
2004,445,Affiliated Computer Svcs.,3787.2,306.8
2004,446,OGE Energy,3786.8,129.8
2004,447,Ross Stores,3786.4,213.1
2004,448,Graybar Electric,3782.9,10.4
2004,449,H&R Block,3779.8,580.1
2004,450,Tenneco Automotive,3766.0,27.0
2004,451,Ecolab,3761.8,277.3
2004,452,Borders Group,3731.0,120.0
2004,453,Guidant,3717.0,330.3
2004,454,Engelhard,3714.5,234.2
2004,455,Host Marriott,3712.0,14.0
2004,456,NVR,3687.2,419.8
2004,457,American Axle & Mfg.,3682.7,197.1
2004,458,USG,3666.0,122.0
2004,459,Bed Bath & Beyond,3665.2,302.2
2004,460,Jefferson-Pilot,3650.3,491.6
2004,461,NTL,3645.2,-954.2
2004,462,Universal Health Svcs.,3643.6,199.3
2004,463,ServiceMaster,3633.6,-224.7
2004,464,W.R. Berkley,3630.1,337.2
2004,465,Stryker,3625.3,453.5
2004,466,Regions Financial,3617.9,651.8
2004,467,C.H. Robinson Worldwide,3613.6,114.1
2004,468,Smith International,3594.8,123.5
2004,469,Fisher Scientific Intl.,3564.4,78.4
2004,470,Advance Auto Parts,3546.2,124.9
2004,471,Sealed Air,3531.9,240.4
2004,472,Interstate Bakeries,3525.8,27.4
2004,473,Advanced Micro Devices,3519.2,-274.5
2004,474,Cooper Tire & Rubber,3514.4,73.8
2004,475,Omnicare,3499.2,194.4
2004,476,AGCO,3495.3,74.4
2004,477,Reebok International,3485.3,157.3
2004,478,Boston Scientific,3476.0,472.0
2004,479,Kindred Healthcare,3455.7,-75.3
2004,480,Telephone & Data Sys.,3445.2,61.5
2004,481,Ryland Group,3444.1,241.7
2004,482,SCANA,3416.0,282.0
2004,483,LandAmerica Financial,3406.0,192.1
2004,484,Gateway,3402.4,-514.8
2004,485,Peter Kiewit Sons',3375.0,157.0
2004,486,American Financial Grp.,3365.7,293.8
2004,487,Henry Schein,3353.8,137.5
2004,488,Shaw Group,3306.8,20.9
2004,489,Comerica,3299.0,661.0
2004,490,Wesco International,3286.8,30.0
2004,491,Old Republic Intl.,3285.8,459.8
2004,492,Brinker International,3285.4,168.6
2004,493,Equity Office Properties,3279.5,655.1
2004,494,Allmerica Financial,3263.6,86.9
2004,495,Armstrong Holdings,3259.0,-39.3
2004,496,Spartan Stores,3256.0,-122.3
2004,497,Hughes Supply,3253.4,57.7
2004,498,PepsiAmericas,3236.8,157.6
2004,499,New York Times,3227.2,302.7
2004,500,Newmont Mining,3214.1,475.7
2005,1,Wal-Mart Stores,288189.0,10267.0
2005,2,Exxon Mobil,270772.0,25330.0
2005,3,General Motors,193517.0,2805.0
2005,4,Ford Motor,172233.0,3487.0
2005,5,General Electric,152363.0,16593.0
2005,6,ChevronTexaco,147967.0,13328.0
2005,7,ConocoPhillips,121663.0,8129.0
2005,8,Citigroup,108276.0,17046.0
2005,9,American Intl. Group,98610.0,11050.0
2005,10,Intl. Business Machines,96293.0,8430.0
2005,11,Hewlett-Packard,79905.0,3497.0
2005,12,Berkshire Hathaway,74382.0,7308.0
2005,13,Home Depot,73094.0,5001.0
2005,14,Verizon Communications,71563.3,7830.7
2005,15,McKesson,69506.1,646.5
2005,16,Cardinal Health,65130.6,1474.5
2005,17,Altria Group,64440.0,9416.0
2005,18,Bank of America Corp.,63324.0,14143.0
2005,19,State Farm Insurance Cos,58818.9,5308.6
2005,20,J.P. Morgan Chase & Co.,56931.0,4466.0
2005,21,Kroger,56434.4,-128.0
2005,22,Valero Energy,53918.6,1803.8
2005,23,AmerisourceBergen,53179.0,468.4
2005,24,Pfizer,52921.0,11361.0
2005,25,Boeing,52553.0,1872.0
2005,26,Procter & Gamble,51407.0,6481.0
2005,27,Target,49934.0,3198.0
2005,28,Dell,49205.0,3043.0
2005,29,Costco Wholesale,48107.0,882.4
2005,30,Johnson & Johnson,47348.0,8509.0
2005,31,Marathon Oil,45444.0,1261.0
2005,32,Time Warner,42869.0,3364.0
2005,33,SBC Communications,41098.0,5887.0
2005,34,Dow Chemical,40161.0,2797.0
2005,35,Albertson's,40052.0,444.0
2005,36,Morgan Stanley,39549.0,4486.0
2005,37,MetLife,39535.0,2758.0
2005,38,Walgreen,37508.2,1360.2
2005,39,United Technologies,37445.0,2788.0
2005,40,UnitedHealth Group,37218.0,2587.0
2005,41,Microsoft,36835.0,8168.0
2005,42,United Parcel Service,36582.0,3333.0
2005,43,Lowe's,36464.0,2176.0
2005,44,Archer Daniels Midland,36151.4,494.7
2005,45,Sears Roebuck,36099.0,-507.0
2005,46,Safeway,35822.9,560.2
2005,47,Lockheed Martin,35526.0,1266.0
2005,48,Medco Health Solutions,35351.9,481.6
2005,49,Motorola,35349.0,1532.0
2005,50,Intel,34209.0,7516.0
2005,51,Allstate,33936.0,3181.0
2005,52,Wells Fargo,33876.0,7014.0
2005,53,Merrill Lynch,32467.0,4436.0
2005,54,Walt Disney,30752.0,2345.0
2005,55,CVS,30594.3,918.8
2005,56,AT&T,30537.0,-6469.0
2005,57,Caterpillar,30251.0,2035.0
2005,58,Northrop Grumman,29868.0,1084.0
2005,59,Goldman Sachs Group,29839.0,4553.0
2005,60,Sysco,29335.4,907.2
2005,61,PepsiCo,29261.0,4212.0
2005,62,American Express,29115.0,3445.0
2005,63,Delphi,28700.0,-36.0
2005,64,Prudential Financial,28348.0,2256.0
2005,65,Wachovia Corp.,28067.0,5214.0
2005,66,DuPont,27995.0,1780.0
2005,67,Sprint,27428.0,-1012.0
2005,68,New York Life Insurance,27175.5,1213.3
2005,69,Viacom,27054.8,-17462.2
2005,70,International Paper,26722.0,-35.0
2005,71,Johnson Controls,26553.4,817.5
2005,72,Tyson Foods,26441.0,403.0
2005,73,Caremark Rx,25801.1,600.3
2005,74,J.C. Penney,25678.0,524.0
2005,75,Honeywell Intl.,25601.0,1281.0
2005,76,Ingram Micro,25462.1,219.9
2005,77,Best Buy,24901.0,705.0
2005,78,FedEx,24710.0,838.0
2005,79,Alcoa,23960.0,1310.0
2005,80,HCA,23502.0,1246.0
2005,81,TIAA-CREF,23411.3,540.5
2005,82,Sunoco,23226.0,605.0
2005,83,Mass. Mutual Life Ins.,23159.2,677.0
2005,84,Merck,22938.6,5813.4
2005,85,St. Paul Travelers Cos.,22934.0,955.0
2005,86,Duke Energy,22779.0,1490.0
2005,87,BellSouth,22729.0,4758.0
2005,88,Hartford Financial Services,22693.0,2115.0
2005,89,Weyerhaeuser,22665.0,1283.0
2005,90,MCI,22615.0,-4002.0
2005,91,Cisco Systems,22045.0,4401.0
2005,92,Coca-Cola,21962.0,4847.0
2005,93,Bristol-Myers Squibb,21886.0,2388.0
2005,94,Lehman Brothers Hldgs.,21250.0,2369.0
2005,95,Electronic Data Systems,21033.0,158.0
2005,96,Plains All Amer. Pipeline,20975.5,130.0
2005,97,Wellpoint,20815.1,960.1
2005,98,News Corp.,20802.0,1533.0
2005,99,Nationwide,20558.0,1010.0
2005,100,Abbott Laboratories,20473.1,3235.9
2005,101,Halliburton,20466.0,-979.0
2005,102,Comcast,20307.0,970.0
2005,103,Raytheon,20245.0,417.0
2005,104,Supervalu,20209.7,280.1
2005,105,3M,20011.0,2990.0
2005,106,Deere,19986.1,1406.1
2005,107,Cendant,19979.0,2082.0
2005,108,Aetna,19904.1,2245.1
2005,109,Georgia-Pacific,19876.0,623.0
2005,110,Tech Data,19790.3,162.5
2005,111,Liberty Mutual Ins. Group,19754.0,1245.0
2005,112,AutoNation,19734.1,433.6
2005,113,Kmart Holding,19701.0,1106.0
2005,114,Sara Lee,19566.0,1272.0
2005,115,General Dynamics,19552.0,1227.0
2005,116,McDonald's,19064.7,2278.5
2005,117,Publix Super Markets,18686.4,819.4
2005,118,Visteon,18657.0,-1499.0
2005,119,AMR,18645.0,-761.0
2005,120,Goodyear Tire & Rubber,18370.4,114.8
2005,121,ConAgra Foods,18178.7,879.8
2005,122,Cigna,18176.0,1438.0
2005,123,Coca-Cola Enterprises,18158.0,596.0
2005,124,Northwestern Mutual,17806.3,816.7
2005,125,Wyeth,17358.0,1234.0
2005,126,Amerada Hess,17126.0,977.0
2005,127,Lear,16960.0,422.2
2005,128,Rite Aid,16600.4,83.3
2005,129,UAL,16391.0,-1721.0
2005,130,Gap,16267.0,1150.0
2005,131,Washington Mutual,15962.0,2878.0
2005,132,Xerox,15722.0,859.0
2005,133,Federated Dept. Stores,15630.0,689.0
2005,134,Emerson Electric,15615.0,1257.0
2005,135,Kimberly-Clark,15400.9,1800.2
2005,136,Premcor,15334.8,477.9
2005,137,Express Scripts,15114.7,278.2
2005,138,Delta Air Lines,15002.0,-5198.0
2005,139,Anheuser-Busch,14934.2,2240.3
2005,140,Manpower,14930.0,245.7
2005,141,TJX,14913.5,664.1
2005,142,Computer Sciences,14767.6,519.4
2005,143,U.S. Bancorp,14705.7,4166.8
2005,144,Loews,14584.2,1231.3
2005,145,Exelon,14515.0,1864.0
2005,146,Staples,14448.4,708.4
2005,147,May Dept. Stores,14441.0,524.0
2005,148,American Electric Power,14357.0,1089.0
2005,149,United States Steel,14108.0,1091.0
2005,150,Countrywide Financial,14050.7,2197.6
2005,151,Dominion Resources,13980.0,1249.0
2005,152,Eli Lilly,13857.9,1810.1
2005,153,Eastman Kodak,13829.0,649.0
2005,154,Qwest Communications,13809.0,-1794.0
2005,155,Progressive,13782.1,1648.7
2005,156,Office Depot,13564.7,335.5
2005,157,Nextel Communications,13368.0,3000.0
2005,158,AFLAC,13281.0,1299.0
2005,159,OfficeMax,13270.2,173.1
2005,160,Whirlpool,13220.0,406.0
2005,161,Chubb,13177.2,1548.4
2005,162,Humana,13104.3,280.0
2005,163,FirstEnergy,12949.0,878.2
2005,164,Solectron,12903.2,-168.9
2005,165,Williams,12814.7,163.7
2005,166,Texas Instruments,12580.0,1861.0
2005,167,Constellation Energy,12549.7,539.7
2005,168,Waste Management,12516.0,939.0
2005,169,Tenet Healthcare,12496.0,-2640.0
2005,170,Masco,12431.0,893.0
2005,171,MBNA,12327.0,2677.3
2005,172,PacifiCare Health Sys.,12276.8,303.2
2005,173,Nike,12253.1,945.6
2005,174,Union Pacific,12215.0,604.0
2005,175,Sanmina-SCI,12204.6,-11.4
2005,176,Marsh & McLennan,12159.0,176.0
2005,177,Tesoro,12139.2,327.9
2005,178,TRW Automotive Holdings,12011.0,29.0
2005,179,DIRECTV Group,11904.9,-1949.2
2005,180,Southern,11902.0,1532.0
2005,181,Pulte Homes,11735.8,986.5
2005,182,Winn-Dixie Stores,11732.9,-100.4
2005,183,Illinois Tool Works,11731.4,1338.7
2005,184,Kohl's,11700.6,730.4
2005,185,Health Net,11646.4,42.6
2005,186,Occidental Petroleum,11611.0,2568.0
2005,187,Edison International,11499.0,916.0
2005,188,Paccar,11396.3,906.8
2005,189,Nucor,11376.8,1121.5
2005,190,Northwest Airlines,11279.0,-862.0
2005,191,USAA,11272.8,1596.6
2005,192,Toys `R` Us,11231.0,152.0
2005,193,TransMontaigne,11215.4,18.5
2005,194,Sun Microsystems,11185.0,-388.0
2005,195,TXU,11161.0,485.0
2005,196,PG&E Corp.,11080.0,4504.0
2005,197,General Mills,11070.0,1055.0
2005,198,CHS,11050.6,221.3
2005,199,Public Service Enterprise Group,11034.0,726.0
2005,200,Burlington No. Santa Fe,10946.0,791.0
2005,201,Dana,10939.0,82.0
2005,202,Pepsi Bottling,10906.0,457.0
2005,203,D.R. Horton,10840.8,975.1
2005,204,Centex,10825.3,827.7
2005,205,Dean Foods,10822.3,285.4
2005,206,Capital One Financial,10694.6,1543.5
2005,207,Arrow Electronics,10646.1,207.5
2005,208,UnumProvident,10611.1,-253.0
2005,209,CenterPoint Energy,10610.4,-904.7
2005,210,Colgate-Palmolive,10584.2,1327.1
2005,211,National City Corp.,10559.9,2779.9
2005,212,Amgen,10550.0,2363.0
2005,213,FPL Group,10522.0,887.0
2005,214,Lennar,10504.9,945.6
2005,215,Gillette,10477.0,1691.0
2005,216,Textron,10312.0,365.0
2005,217,Avnet,10244.7,72.9
2005,218,Aon,10205.0,546.0
2005,219,Aramark,10192.2,263.1
2005,220,Oracle,10156.0,2681.0
2005,221,Entergy,10123.7,933.0
2005,222,Smithfield Foods,10107.3,227.1
2005,223,First Data,10101.3,1875.2
2005,224,Marriott International,10099.0,596.0
2005,225,United Auto Group,10010.8,111.7
2005,226,AES,9887.0,395.0
2005,227,Eaton,9817.0,648.0
2005,228,Consolidated Edison,9791.0,537.0
2005,229,Progress Energy,9772.0,759.0
2005,230,Omnicom Group,9747.2,723.5
2005,231,Circuit City Stores,9745.4,-89.3
2005,232,Continental Airlines,9744.0,-363.0
2005,233,Navistar International,9724.0,247.0
2005,234,Kellogg,9613.9,890.6
2005,235,Sempra Energy,9611.0,895.0
2005,236,PPG Industries,9513.0,683.0
2005,237,Baxter International,9509.0,388.0
2005,238,American Standard,9508.8,313.4
2005,239,Clear Channel Communications,9418.5,-4038.2
2005,240,Limited Brands,9408.3,705.0
2005,241,Fluor,9380.3,186.7
2005,242,Calpine,9264.9,-221.2
2005,243,Devon Energy,9189.0,2186.0
2005,244,ArvinMeritor,9114.0,-42.0
2005,245,Genuine Parts,9097.3,395.6
2005,246,Medtronic,9087.2,1959.3
2005,247,Lucent Technologies,9045.0,2002.0
2005,248,International Steel Group,9015.9,1027.4
2005,249,Yum Brands,9011.0,740.0
2005,250,Reliant Energy,8916.5,-29.4
2005,251,Guardian Life of America,8892.8,309.4
2005,252,Ashland,8781.0,378.0
2005,253,Principal Financial,8755.6,825.6
2005,254,Liberty Media,8638.0,46.0
2005,255,Murphy Oil,8634.4,701.3
2005,256,Xcel Energy,8506.7,356.0
2005,257,Cummins,8438.0,350.0
2005,258,Bear Stearns,8421.9,1344.7
2005,259,H.J. Heinz,8414.5,804.3
2005,260,Enterprise Products,8321.2,268.3
2005,261,Fidelity National Financial,8296.0,741.0
2005,262,Smurfit-Stone Container,8291.0,-46.0
2005,263,Apple Computer,8279.0,276.0
2005,264,Schering-Plough,8272.0,-947.0
2005,265,Alltel,8246.1,1046.2
2005,266,EMC,8229.5,871.2
